season,game_id,game_date,team,location,wins_entering_gm,losses_entering_gm,result,streak_win_before,streak_loss_before
2017-18,21700075,2017-10-27 00:00:00,GSW,H,3,2,t,2,0
2017-18,21700075,2017-10-27 00:00:00,WAS,A,3,1,f,0,1
2017-18,21700076,2017-10-27 00:00:00,LAL,H,2,2,f,1,0
2017-18,21700076,2017-10-27 00:00:00,TOR,A,2,2,t,0,2
2017-18,21700077,2017-10-28 00:00:00,NOP,H,2,3,t,1,0
2017-18,21700077,2017-10-28 00:00:00,CLE,A,3,2,f,0,1
2017-18,21700078,2017-10-28 00:00:00,MIA,H,2,2,f,0,1
2017-18,21700078,2017-10-28 00:00:00,BOS,A,3,2,t,3,0
2017-18,21700079,2017-10-28 00:00:00,CHI,H,1,3,f,1,0
2017-18,21700079,2017-10-28 00:00:00,OKC,A,2,3,t,0,1
2017-18,21700080,2017-10-28 00:00:00,MEM,H,4,1,t,1,0
2017-18,21700080,2017-10-28 00:00:00,HOU,A,5,1,f,2,0
2017-18,21700081,2017-10-28 00:00:00,DAL,H,1,5,f,0,1
2017-18,21700081,2017-10-28 00:00:00,PHI,A,1,4,t,0,1
2017-18,21700082,2017-10-28 00:00:00,UTA,H,2,3,t,0,2
2017-18,21700082,2017-10-28 00:00:00,LAL,A,2,3,f,0,1
2017-18,21700083,2017-10-28 00:00:00,POR,H,3,2,t,0,1
2017-18,21700083,2017-10-28 00:00:00,PHX,A,2,3,f,2,0
2017-18,21700084,2017-10-28 00:00:00,LAC,H,4,0,f,10,0
2017-18,21700084,2017-10-28 00:00:00,DET,A,3,2,t,1,0
2017-18,21700085,2017-10-29 00:00:00,ATL,H,1,5,f,0,5
2017-18,21700085,2017-10-29 00:00:00,MIL,A,3,2,t,0,1
2017-18,21700086,2017-10-29 00:00:00,IND,H,2,3,t,0,1
2017-18,21700086,2017-10-29 00:00:00,SAS,A,4,1,f,0,1
2017-18,21700087,2017-10-29 00:00:00,BKN,H,3,3,f,0,1
2017-18,21700087,2017-10-29 00:00:00,DEN,A,2,3,t,1,0
2017-18,21700088,2017-10-29 00:00:00,CHA,H,2,3,t,0,1
2017-18,21700088,2017-10-29 00:00:00,ORL,A,4,1,f,3,0
2017-18,21700089,2017-10-29 00:00:00,SAC,H,1,4,f,0,3
2017-18,21700089,2017-10-29 00:00:00,WAS,A,3,2,t,0,2
2017-18,21700090,2017-10-29 00:00:00,CLE,H,3,3,f,0,2
2017-18,21700090,2017-10-29 00:00:00,NYK,A,1,3,t,1,0
2017-18,21700091,2017-10-29 00:00:00,GSW,H,4,2,f,3,0
2017-18,21700091,2017-10-29 00:00:00,DET,A,4,2,t,2,0
2017-18,21700092,2017-10-30 00:00:00,BOS,H,4,2,t,4,0
2017-18,21700092,2017-10-30 00:00:00,SAS,A,4,2,f,0,2
2017-18,21700093,2017-10-30 00:00:00,MIA,H,2,3,f,0,2
2017-18,21700093,2017-10-30 00:00:00,MIN,A,3,3,t,1,0
2017-18,21700094,2017-10-30 00:00:00,NYK,H,2,3,t,2,0
2017-18,21700094,2017-10-30 00:00:00,DEN,A,3,3,f,2,0
2017-18,21700095,2017-10-30 00:00:00,HOU,H,5,2,f,0,1
2017-18,21700095,2017-10-30 00:00:00,PHI,A,2,4,t,1,0
2017-18,21700096,2017-10-30 00:00:00,MEM,H,5,1,f,2,0
2017-18,21700096,2017-10-30 00:00:00,CHA,A,3,3,t,1,0
2017-18,21700097,2017-10-30 00:00:00,NOP,H,3,3,f,2,0
2017-18,21700097,2017-10-30 00:00:00,ORL,A,4,2,t,0,1
2017-18,21700098,2017-10-30 00:00:00,UTA,H,3,3,t,1,0
2017-18,21700098,2017-10-30 00:00:00,DAL,A,1,6,f,0,2
2017-18,21700099,2017-10-30 00:00:00,POR,H,4,2,f,1,0
2017-18,21700099,2017-10-30 00:00:00,TOR,A,3,2,t,1,0
2017-18,21700100,2017-10-30 00:00:00,LAC,H,4,1,f,0,1
2017-18,21700100,2017-10-30 00:00:00,GSW,A,4,3,t,0,1
2017-18,21700101,2017-10-31 00:00:00,IND,H,3,3,t,1,0
2017-18,21700101,2017-10-31 00:00:00,SAC,A,1,5,f,0,4
2017-18,21700102,2017-10-31 00:00:00,BKN,H,3,4,f,0,2
2017-18,21700102,2017-10-31 00:00:00,PHX,A,2,4,t,0,1
2017-18,21700103,2017-10-31 00:00:00,MIL,H,4,2,f,1,0
2017-18,21700103,2017-10-31 00:00:00,OKC,A,3,3,t,1,0
2017-18,21700104,2017-10-31 00:00:00,LAL,H,2,4,t,0,2
2017-18,21700104,2017-10-31 00:00:00,DET,A,5,2,f,3,0
2017-18,21700105,2017-11-01 00:00:00,CHA,H,4,3,t,2,0
2017-18,21700105,2017-11-01 00:00:00,MIL,A,4,3,f,0,1
2017-18,21700106,2017-11-01 00:00:00,CLE,H,3,4,f,0,3
2017-18,21700106,2017-11-01 00:00:00,IND,A,4,3,t,2,0
2017-18,21700107,2017-11-01 00:00:00,PHI,H,3,4,t,2,0
2017-18,21700107,2017-11-01 00:00:00,ATL,A,1,6,f,0,6
2017-18,21700108,2017-11-01 00:00:00,WAS,H,4,2,f,1,0
2017-18,21700108,2017-11-01 00:00:00,PHX,A,3,4,t,1,0
2017-18,21700109,2017-11-01 00:00:00,BOS,H,5,2,t,5,0
2017-18,21700109,2017-11-01 00:00:00,SAC,A,1,6,f,0,5
2017-18,21700110,2017-11-01 00:00:00,MIA,H,2,4,t,0,3
2017-18,21700110,2017-11-01 00:00:00,CHI,A,1,4,f,0,1
2017-18,21700111,2017-11-01 00:00:00,NYK,H,3,3,f,3,0
2017-18,21700111,2017-11-01 00:00:00,HOU,A,5,3,t,0,2
2017-18,21700112,2017-11-01 00:00:00,MEM,H,5,2,f,0,1
2017-18,21700112,2017-11-01 00:00:00,ORL,A,5,2,t,1,0
2017-18,21700113,2017-11-01 00:00:00,NOP,H,3,4,f,0,1
2017-18,21700113,2017-11-01 00:00:00,MIN,A,4,3,t,2,0
2017-18,21700114,2017-11-01 00:00:00,DEN,H,3,4,t,0,1
2017-18,21700114,2017-11-01 00:00:00,TOR,A,4,2,f,2,0
2017-18,21700115,2017-11-01 00:00:00,UTA,H,4,3,t,2,0
2017-18,21700115,2017-11-01 00:00:00,POR,A,4,3,f,0,1
2017-18,21700116,2017-11-01 00:00:00,LAC,H,4,2,t,0,2
2017-18,21700116,2017-11-01 00:00:00,DAL,A,1,7,f,0,3
2017-18,21700117,2017-11-02 00:00:00,SAS,H,4,3,f,0,3
2017-18,21700117,2017-11-02 00:00:00,GSW,A,5,3,t,1,0
2017-18,21700118,2017-11-02 00:00:00,POR,H,4,4,t,0,2
2017-18,21700118,2017-11-02 00:00:00,LAL,A,3,4,f,1,0
2017-18,21700119,2017-11-03 00:00:00,DET,H,5,3,t,0,1
2017-18,21700119,2017-11-03 00:00:00,MIL,A,4,4,f,0,2
2017-18,21700120,2017-11-03 00:00:00,ORL,H,6,2,f,2,0
2017-18,21700120,2017-11-03 00:00:00,CHI,A,1,5,t,0,2
2017-18,21700121,2017-11-03 00:00:00,PHI,H,4,4,t,3,0
2017-18,21700121,2017-11-03 00:00:00,IND,A,5,3,f,3,0
2017-18,21700122,2017-11-03 00:00:00,WAS,H,4,3,f,0,1
2017-18,21700122,2017-11-03 00:00:00,CLE,A,3,5,t,0,4
2017-18,21700123,2017-11-03 00:00:00,ATL,H,1,7,f,0,7
2017-18,21700123,2017-11-03 00:00:00,HOU,A,6,3,t,1,0
2017-18,21700124,2017-11-03 00:00:00,NYK,H,3,4,t,0,1
2017-18,21700124,2017-11-03 00:00:00,PHX,A,4,4,f,2,0
2017-18,21700125,2017-11-03 00:00:00,DAL,H,1,8,f,0,4
2017-18,21700125,2017-11-03 00:00:00,NOP,A,3,5,t,0,2
2017-18,21700126,2017-11-03 00:00:00,SAS,H,4,4,t,0,4
2017-18,21700126,2017-11-03 00:00:00,CHA,A,5,3,f,3,0
2017-18,21700127,2017-11-03 00:00:00,DEN,H,4,4,t,1,0
2017-18,21700127,2017-11-03 00:00:00,MIA,A,3,4,f,1,0
2017-18,21700128,2017-11-03 00:00:00,UTA,H,5,3,f,3,0
2017-18,21700128,2017-11-03 00:00:00,TOR,A,4,3,t,0,1
2017-18,21700129,2017-11-03 00:00:00,OKC,H,4,3,f,2,0
2017-18,21700129,2017-11-03 00:00:00,BOS,A,6,2,t,6,0
2017-18,21700130,2017-11-03 00:00:00,LAL,H,3,5,t,0,1
2017-18,21700130,2017-11-03 00:00:00,BKN,A,3,5,f,0,3
2017-18,21700131,2017-11-04 00:00:00,LAC,H,5,2,f,1,0
2017-18,21700131,2017-11-04 00:00:00,MEM,A,5,3,t,0,2
2017-18,21700132,2017-11-04 00:00:00,DET,H,6,3,t,1,0
2017-18,21700132,2017-11-04 00:00:00,SAC,A,1,7,f,0,6
2017-18,21700133,2017-11-04 00:00:00,CHI,H,2,5,f,1,0
2017-18,21700133,2017-11-04 00:00:00,NOP,A,4,5,t,1,0
2017-18,21700134,2017-11-04 00:00:00,MIN,H,5,3,t,3,0
2017-18,21700134,2017-11-04 00:00:00,DAL,A,1,9,f,0,5
2017-18,21700135,2017-11-04 00:00:00,DEN,H,5,4,f,2,0
2017-18,21700135,2017-11-04 00:00:00,GSW,A,6,3,t,2,0
2017-18,21700136,2017-11-05 00:00:00,CLE,H,4,5,f,1,0
2017-18,21700136,2017-11-05 00:00:00,ATL,A,1,8,t,0,8
2017-18,21700137,2017-11-05 00:00:00,LAC,H,5,3,f,0,1
2017-18,21700137,2017-11-05 00:00:00,MIA,A,3,5,t,0,1
2017-18,21700138,2017-11-05 00:00:00,ORL,H,6,3,f,0,1
2017-18,21700138,2017-11-05 00:00:00,BOS,A,7,2,t,7,0
2017-18,21700139,2017-11-05 00:00:00,TOR,H,5,3,f,1,0
2017-18,21700139,2017-11-05 00:00:00,WAS,A,4,4,t,0,2
2017-18,21700140,2017-11-05 00:00:00,HOU,H,7,3,t,2,0
2017-18,21700140,2017-11-05 00:00:00,UTA,A,5,4,f,0,1
2017-18,21700141,2017-11-05 00:00:00,SAS,H,5,4,t,1,0
2017-18,21700141,2017-11-05 00:00:00,PHX,A,4,5,f,0,1
2017-18,21700142,2017-11-05 00:00:00,NYK,H,4,4,t,1,0
2017-18,21700142,2017-11-05 00:00:00,IND,A,5,4,f,0,1
2017-18,21700143,2017-11-05 00:00:00,MIN,H,6,3,t,4,0
2017-18,21700143,2017-11-05 00:00:00,CHA,A,5,4,f,0,1
2017-18,21700144,2017-11-05 00:00:00,POR,H,5,4,t,1,0
2017-18,21700144,2017-11-05 00:00:00,OKC,A,4,4,f,0,1
2017-18,21700145,2017-11-05 00:00:00,LAL,H,4,5,t,1,0
2017-18,21700145,2017-11-05 00:00:00,MEM,A,6,3,f,1,0
2017-18,21700146,2017-11-06 00:00:00,ATL,H,2,8,f,1,0
2017-18,21700146,2017-11-06 00:00:00,BOS,A,8,2,t,8,0
2017-18,21700147,2017-11-06 00:00:00,PHX,H,4,6,f,0,2
2017-18,21700147,2017-11-06 00:00:00,BKN,A,3,6,t,0,4
2017-18,21700148,2017-11-06 00:00:00,GSW,H,7,3,t,3,0
2017-18,21700148,2017-11-06 00:00:00,MIA,A,4,5,f,1,0
2017-18,21700149,2017-11-07 00:00:00,CLE,H,4,6,t,0,1
2017-18,21700149,2017-11-07 00:00:00,MIL,A,4,5,f,0,3
2017-18,21700150,2017-11-07 00:00:00,IND,H,5,5,f,0,2
2017-18,21700150,2017-11-07 00:00:00,NOP,A,5,5,t,2,0
2017-18,21700151,2017-11-07 00:00:00,WAS,H,5,4,f,1,0
2017-18,21700151,2017-11-07 00:00:00,DAL,A,1,10,t,0,6
2017-18,21700152,2017-11-07 00:00:00,NYK,H,5,4,t,2,0
2017-18,21700152,2017-11-07 00:00:00,CHA,A,5,5,f,0,2
2017-18,21700153,2017-11-07 00:00:00,TOR,H,5,4,t,0,1
2017-18,21700153,2017-11-07 00:00:00,CHI,A,2,6,f,0,1
2017-18,21700154,2017-11-07 00:00:00,SAS,H,6,4,t,2,0
2017-18,21700154,2017-11-07 00:00:00,LAC,A,5,4,f,0,2
2017-18,21700155,2017-11-07 00:00:00,DEN,H,5,5,t,0,1
2017-18,21700155,2017-11-07 00:00:00,BKN,A,4,6,f,1,0
2017-18,21700156,2017-11-07 00:00:00,UTA,H,5,5,f,0,2
2017-18,21700156,2017-11-07 00:00:00,PHI,A,5,4,t,4,0
2017-18,21700157,2017-11-07 00:00:00,POR,H,6,4,f,2,0
2017-18,21700157,2017-11-07 00:00:00,MEM,A,6,4,t,0,1
2017-18,21700158,2017-11-07 00:00:00,SAC,H,1,8,t,0,7
2017-18,21700158,2017-11-07 00:00:00,OKC,A,4,5,f,0,2
2017-18,21700159,2017-11-08 00:00:00,DET,H,7,3,t,2,0
2017-18,21700159,2017-11-08 00:00:00,IND,A,5,6,f,0,3
2017-18,21700160,2017-11-08 00:00:00,ORL,H,6,4,t,0,2
2017-18,21700160,2017-11-08 00:00:00,NYK,A,6,4,f,3,0
2017-18,21700161,2017-11-08 00:00:00,BOS,H,9,2,t,9,0
2017-18,21700161,2017-11-08 00:00:00,LAL,A,5,5,f,2,0
2017-18,21700162,2017-11-08 00:00:00,PHX,H,4,7,f,0,3
2017-18,21700162,2017-11-08 00:00:00,MIA,A,4,6,t,0,1
2017-18,21700163,2017-11-08 00:00:00,GSW,H,8,3,t,4,0
2017-18,21700163,2017-11-08 00:00:00,MIN,A,7,3,f,5,0
2017-18,21700164,2017-11-09 00:00:00,WAS,H,5,5,t,0,1
2017-18,21700164,2017-11-09 00:00:00,LAL,A,5,6,f,0,1
2017-18,21700165,2017-11-09 00:00:00,TOR,H,6,4,t,1,0
2017-18,21700165,2017-11-09 00:00:00,NOP,A,6,5,f,3,0
2017-18,21700166,2017-11-09 00:00:00,HOU,H,8,3,t,3,0
2017-18,21700166,2017-11-09 00:00:00,CLE,A,5,6,f,1,0
2017-18,21700167,2017-11-09 00:00:00,SAC,H,2,8,t,1,0
2017-18,21700167,2017-11-09 00:00:00,PHI,A,6,4,f,5,0
2017-18,21700168,2017-11-09 00:00:00,DEN,H,6,5,t,1,0
2017-18,21700168,2017-11-09 00:00:00,OKC,A,4,6,f,0,3
2017-18,21700169,2017-11-10 00:00:00,DET,H,8,3,t,3,0
2017-18,21700169,2017-11-10 00:00:00,ATL,A,2,9,f,0,1
2017-18,21700170,2017-11-10 00:00:00,BOS,H,10,2,t,10,0
2017-18,21700170,2017-11-10 00:00:00,CHA,A,5,6,f,0,3
2017-18,21700171,2017-11-10 00:00:00,CHI,H,2,7,f,0,2
2017-18,21700171,2017-11-10 00:00:00,IND,A,5,7,t,0,4
2017-18,21700172,2017-11-10 00:00:00,OKC,H,4,7,t,0,4
2017-18,21700172,2017-11-10 00:00:00,LAC,A,5,5,f,0,3
2017-18,21700173,2017-11-10 00:00:00,SAS,H,7,4,f,3,0
2017-18,21700173,2017-11-10 00:00:00,MIL,A,4,6,t,0,4
2017-18,21700174,2017-11-10 00:00:00,PHX,H,4,8,f,0,4
2017-18,21700174,2017-11-10 00:00:00,ORL,A,7,4,t,1,0
2017-18,21700175,2017-11-10 00:00:00,UTA,H,5,6,f,0,3
2017-18,21700175,2017-11-10 00:00:00,MIA,A,5,6,t,1,0
2017-18,21700176,2017-11-10 00:00:00,POR,H,6,5,f,0,1
2017-18,21700176,2017-11-10 00:00:00,BKN,A,4,7,t,0,1
2017-18,21700177,2017-11-11 00:00:00,WAS,H,6,5,t,1,0
2017-18,21700177,2017-11-11 00:00:00,ATL,A,2,10,f,0,2
2017-18,21700178,2017-11-11 00:00:00,NOP,H,6,6,t,0,1
2017-18,21700178,2017-11-11 00:00:00,LAC,A,5,6,f,0,4
2017-18,21700179,2017-11-11 00:00:00,NYK,H,6,5,t,0,1
2017-18,21700179,2017-11-11 00:00:00,SAC,A,3,8,f,2,0
2017-18,21700180,2017-11-11 00:00:00,HOU,H,9,3,t,4,0
2017-18,21700180,2017-11-11 00:00:00,MEM,A,7,4,f,1,0
2017-18,21700181,2017-11-11 00:00:00,DAL,H,2,10,f,1,0
2017-18,21700181,2017-11-11 00:00:00,CLE,A,5,7,t,0,1
2017-18,21700182,2017-11-11 00:00:00,MIL,H,5,6,t,1,0
2017-18,21700182,2017-11-11 00:00:00,LAL,A,5,7,f,0,2
2017-18,21700183,2017-11-11 00:00:00,SAS,H,7,5,t,0,1
2017-18,21700183,2017-11-11 00:00:00,CHI,A,2,8,f,0,3
2017-18,21700184,2017-11-11 00:00:00,GSW,H,9,3,t,5,0
2017-18,21700184,2017-11-11 00:00:00,PHI,A,6,5,f,0,1
2017-18,21700185,2017-11-11 00:00:00,DEN,H,7,5,t,2,0
2017-18,21700185,2017-11-11 00:00:00,ORL,A,8,4,f,2,0
2017-18,21700186,2017-11-11 00:00:00,PHX,H,4,9,t,0,5
2017-18,21700186,2017-11-11 00:00:00,MIN,A,7,4,f,0,1
2017-18,21700187,2017-11-11 00:00:00,UTA,H,5,7,t,0,4
2017-18,21700187,2017-11-11 00:00:00,BKN,A,5,7,f,1,0
2017-18,21700188,2017-11-12 00:00:00,BOS,H,11,2,t,11,0
2017-18,21700188,2017-11-12 00:00:00,TOR,A,7,4,f,2,0
2017-18,21700189,2017-11-12 00:00:00,DET,H,9,3,t,4,0
2017-18,21700189,2017-11-12 00:00:00,MIA,A,6,6,f,2,0
2017-18,21700190,2017-11-12 00:00:00,IND,H,6,7,f,1,0
2017-18,21700190,2017-11-12 00:00:00,HOU,A,10,3,t,5,0
2017-18,21700191,2017-11-12 00:00:00,OKC,H,5,7,t,1,0
2017-18,21700191,2017-11-12 00:00:00,DAL,A,2,11,f,0,1
2017-18,21700192,2017-11-13 00:00:00,WAS,H,7,5,t,2,0
2017-18,21700192,2017-11-13 00:00:00,SAC,A,3,9,f,0,1
2017-18,21700193,2017-11-13 00:00:00,NYK,H,7,5,f,1,0
2017-18,21700193,2017-11-13 00:00:00,CLE,A,6,7,t,1,0
2017-18,21700194,2017-11-13 00:00:00,MIL,H,6,6,t,2,0
2017-18,21700194,2017-11-13 00:00:00,MEM,A,7,5,f,0,1
2017-18,21700195,2017-11-13 00:00:00,NOP,H,7,6,t,1,0
2017-18,21700195,2017-11-13 00:00:00,ATL,A,2,11,f,0,3
2017-18,21700196,2017-11-13 00:00:00,PHX,H,5,9,f,1,0
2017-18,21700196,2017-11-13 00:00:00,LAL,A,5,8,t,0,3
2017-18,21700197,2017-11-13 00:00:00,UTA,H,6,7,f,1,0
2017-18,21700197,2017-11-13 00:00:00,MIN,A,7,5,t,0,2
2017-18,21700198,2017-11-13 00:00:00,POR,H,6,6,t,0,2
2017-18,21700198,2017-11-13 00:00:00,DEN,A,8,5,f,3,0
2017-18,21700199,2017-11-13 00:00:00,GSW,H,10,3,t,6,0
2017-18,21700199,2017-11-13 00:00:00,ORL,A,8,5,f,0,1
2017-18,21700200,2017-11-13 00:00:00,LAC,H,5,7,f,0,5
2017-18,21700200,2017-11-13 00:00:00,PHI,A,6,6,t,0,2
2017-18,21700201,2017-11-14 00:00:00,BKN,H,5,8,f,0,1
2017-18,21700201,2017-11-14 00:00:00,BOS,A,12,2,t,12,0
2017-18,21700202,2017-11-14 00:00:00,HOU,H,11,3,f,6,0
2017-18,21700202,2017-11-14 00:00:00,TOR,A,7,5,t,0,1
2017-18,21700203,2017-11-14 00:00:00,DAL,H,2,12,f,0,2
2017-18,21700203,2017-11-14 00:00:00,SAS,A,8,5,t,1,0
2017-18,21700204,2017-11-15 00:00:00,ATL,H,2,12,t,0,4
2017-18,21700204,2017-11-15 00:00:00,SAC,A,3,10,f,0,2
2017-18,21700205,2017-11-15 00:00:00,MIA,H,6,7,f,0,1
2017-18,21700205,2017-11-15 00:00:00,WAS,A,8,5,t,3,0
2017-18,21700206,2017-11-15 00:00:00,NYK,H,7,6,t,0,1
2017-18,21700206,2017-11-15 00:00:00,UTA,A,6,8,f,0,1
2017-18,21700207,2017-11-15 00:00:00,CHA,H,5,7,f,0,4
2017-18,21700207,2017-11-15 00:00:00,CLE,A,7,7,t,2,0
2017-18,21700208,2017-11-15 00:00:00,MEM,H,7,6,f,0,2
2017-18,21700208,2017-11-15 00:00:00,IND,A,6,8,t,0,1
2017-18,21700209,2017-11-15 00:00:00,MIL,H,7,6,t,3,0
2017-18,21700209,2017-11-15 00:00:00,DET,A,10,3,f,5,0
2017-18,21700210,2017-11-15 00:00:00,MIN,H,8,5,t,1,0
2017-18,21700210,2017-11-15 00:00:00,SAS,A,9,5,f,2,0
2017-18,21700211,2017-11-15 00:00:00,NOP,H,8,6,f,2,0
2017-18,21700211,2017-11-15 00:00:00,TOR,A,8,5,t,1,0
2017-18,21700212,2017-11-15 00:00:00,OKC,H,6,7,t,2,0
2017-18,21700212,2017-11-15 00:00:00,CHI,A,2,9,f,0,4
2017-18,21700213,2017-11-15 00:00:00,POR,H,7,6,t,1,0
2017-18,21700213,2017-11-15 00:00:00,ORL,A,8,6,f,0,2
2017-18,21700214,2017-11-15 00:00:00,LAL,H,6,8,f,1,0
2017-18,21700214,2017-11-15 00:00:00,PHI,A,7,6,t,1,0
2017-18,21700215,2017-11-16 00:00:00,BOS,H,13,2,t,13,0
2017-18,21700215,2017-11-16 00:00:00,GSW,A,11,3,f,7,0
2017-18,21700216,2017-11-16 00:00:00,PHX,H,5,10,f,0,1
2017-18,21700216,2017-11-16 00:00:00,HOU,A,11,4,t,0,1
2017-18,21700217,2017-11-17 00:00:00,IND,H,7,8,t,1,0
2017-18,21700217,2017-11-17 00:00:00,DET,A,10,4,f,0,1
2017-18,21700218,2017-11-17 00:00:00,WAS,H,9,5,f,4,0
2017-18,21700218,2017-11-17 00:00:00,MIA,A,6,8,t,0,2
2017-18,21700219,2017-11-17 00:00:00,BKN,H,5,9,t,0,2
2017-18,21700219,2017-11-17 00:00:00,UTA,A,6,9,f,0,2
2017-18,21700220,2017-11-17 00:00:00,CLE,H,8,7,t,3,0
2017-18,21700220,2017-11-17 00:00:00,LAC,A,5,8,f,0,6
2017-18,21700221,2017-11-17 00:00:00,TOR,H,9,5,t,2,0
2017-18,21700221,2017-11-17 00:00:00,NYK,A,8,6,f,1,0
2017-18,21700222,2017-11-17 00:00:00,CHI,H,2,10,t,0,5
2017-18,21700222,2017-11-17 00:00:00,CHA,A,5,8,f,0,5
2017-18,21700223,2017-11-17 00:00:00,SAS,H,9,6,t,0,1
2017-18,21700223,2017-11-17 00:00:00,OKC,A,7,7,f,3,0
2017-18,21700224,2017-11-17 00:00:00,DAL,H,2,13,f,0,3
2017-18,21700224,2017-11-17 00:00:00,MIN,A,9,5,t,2,0
2017-18,21700225,2017-11-17 00:00:00,SAC,H,3,11,t,0,3
2017-18,21700225,2017-11-17 00:00:00,POR,A,8,6,f,2,0
2017-18,21700226,2017-11-17 00:00:00,DEN,H,8,6,t,0,1
2017-18,21700226,2017-11-17 00:00:00,NOP,A,8,7,f,0,1
2017-18,21700227,2017-11-17 00:00:00,LAL,H,6,9,f,0,1
2017-18,21700227,2017-11-17 00:00:00,PHX,A,5,11,t,0,2
2017-18,21700228,2017-11-18 00:00:00,CHA,H,5,9,t,0,6
2017-18,21700228,2017-11-18 00:00:00,LAC,A,5,9,f,0,7
2017-18,21700229,2017-11-18 00:00:00,ORL,H,8,7,f,0,3
2017-18,21700229,2017-11-18 00:00:00,UTA,A,6,10,t,0,3
2017-18,21700230,2017-11-18 00:00:00,ATL,H,3,12,f,1,0
2017-18,21700230,2017-11-18 00:00:00,BOS,A,14,2,t,14,0
2017-18,21700231,2017-11-18 00:00:00,PHI,H,8,6,f,2,0
2017-18,21700231,2017-11-18 00:00:00,GSW,A,11,4,t,0,1
2017-18,21700232,2017-11-18 00:00:00,MEM,H,7,7,f,0,3
2017-18,21700232,2017-11-18 00:00:00,HOU,A,12,4,t,1,0
2017-18,21700233,2017-11-18 00:00:00,DAL,H,2,14,t,0,4
2017-18,21700233,2017-11-18 00:00:00,MIL,A,8,6,f,4,0
2017-18,21700234,2017-11-18 00:00:00,POR,H,8,7,t,0,1
2017-18,21700234,2017-11-18 00:00:00,SAC,A,4,11,f,1,0
2017-18,21700235,2017-11-19 00:00:00,MIA,H,7,8,f,1,0
2017-18,21700235,2017-11-19 00:00:00,IND,A,8,8,t,2,0
2017-18,21700236,2017-11-19 00:00:00,BKN,H,6,9,f,1,0
2017-18,21700236,2017-11-19 00:00:00,GSW,A,12,4,t,1,0
2017-18,21700237,2017-11-19 00:00:00,TOR,H,10,5,t,3,0
2017-18,21700237,2017-11-19 00:00:00,WAS,A,9,6,f,0,1
2017-18,21700238,2017-11-19 00:00:00,MIN,H,10,5,f,3,0
2017-18,21700238,2017-11-19 00:00:00,DET,A,10,5,t,0,2
2017-18,21700239,2017-11-19 00:00:00,PHX,H,6,11,t,1,0
2017-18,21700239,2017-11-19 00:00:00,CHI,A,3,10,f,1,0
2017-18,21700240,2017-11-19 00:00:00,LAL,H,6,10,t,0,2
2017-18,21700240,2017-11-19 00:00:00,DEN,A,9,6,f,1,0
2017-18,21700241,2017-11-20 00:00:00,CHA,H,6,9,t,1,0
2017-18,21700241,2017-11-20 00:00:00,MIN,A,10,6,f,0,1
2017-18,21700242,2017-11-20 00:00:00,DET,H,11,5,f,1,0
2017-18,21700242,2017-11-20 00:00:00,CLE,A,9,7,t,4,0
2017-18,21700243,2017-11-20 00:00:00,ORL,H,8,8,f,0,4
2017-18,21700243,2017-11-20 00:00:00,IND,A,9,8,t,3,0
2017-18,21700244,2017-11-20 00:00:00,PHI,H,8,7,t,0,1
2017-18,21700244,2017-11-20 00:00:00,UTA,A,7,10,f,1,0
2017-18,21700245,2017-11-20 00:00:00,NYK,H,8,7,t,0,1
2017-18,21700245,2017-11-20 00:00:00,LAC,A,5,10,f,0,8
2017-18,21700246,2017-11-20 00:00:00,MEM,H,7,8,f,0,4
2017-18,21700246,2017-11-20 00:00:00,POR,A,9,7,t,1,0
2017-18,21700247,2017-11-20 00:00:00,MIL,H,8,7,f,0,1
2017-18,21700247,2017-11-20 00:00:00,WAS,A,9,7,t,0,2
2017-18,21700248,2017-11-20 00:00:00,NOP,H,8,8,t,0,2
2017-18,21700248,2017-11-20 00:00:00,OKC,A,7,8,f,0,1
2017-18,21700249,2017-11-20 00:00:00,DAL,H,3,14,f,1,0
2017-18,21700249,2017-11-20 00:00:00,BOS,A,15,2,t,15,0
2017-18,21700250,2017-11-20 00:00:00,SAS,H,10,6,t,1,0
2017-18,21700250,2017-11-20 00:00:00,ATL,A,3,13,f,0,1
2017-18,21700251,2017-11-20 00:00:00,SAC,H,4,12,f,0,1
2017-18,21700251,2017-11-20 00:00:00,DEN,A,9,7,t,0,1
2017-18,21700252,2017-11-21 00:00:00,LAL,H,7,10,t,1,0
2017-18,21700252,2017-11-21 00:00:00,CHI,A,3,11,f,0,1
2017-18,21700253,2017-11-22 00:00:00,CHA,H,7,9,t,2,0
2017-18,21700253,2017-11-22 00:00:00,WAS,A,10,7,f,1,0
2017-18,21700254,2017-11-22 00:00:00,CLE,H,10,7,t,5,0
2017-18,21700254,2017-11-22 00:00:00,BKN,A,6,10,f,0,1
2017-18,21700255,2017-11-22 00:00:00,PHI,H,9,7,t,1,0
2017-18,21700255,2017-11-22 00:00:00,POR,A,10,7,f,2,0
2017-18,21700256,2017-11-22 00:00:00,ATL,H,3,14,f,0,2
2017-18,21700256,2017-11-22 00:00:00,LAC,A,5,11,t,0,9
2017-18,21700257,2017-11-22 00:00:00,MIA,H,7,9,t,0,1
2017-18,21700257,2017-11-22 00:00:00,BOS,A,16,2,f,16,0
2017-18,21700258,2017-11-22 00:00:00,NYK,H,9,7,t,1,0
2017-18,21700258,2017-11-22 00:00:00,TOR,A,11,5,f,4,0
