Game_ID,C1,C10,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C11,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C12,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C13,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C14,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C15,C150,C151,C152,C153,C154,C155,C156,C157,C158,C159,C16,C160,C161,C162,C163,C164,C165,C166,C167,C168,C169,C17,C170,C171,C172,C173,C174,C175,C176,C177,C178,C179,C18,C180,C181,C182,C183,C184,C185,C186,C187,C188,C189,C19,C190,C191,C192,C193,C194,C195,C196,C197,C198,C199,C2,C20,C200,C201,C202,C203,C204,C205,C206,C207,C208,C209,C21,C210,C211,C212,C213,C214,C215,C216,C217,C218,C219,C22,C220,C221,C222,C223,C224,C225,C226,C227,C228,C23,C24,C25,C26,C27,C28,C29,C3,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C4,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C5,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C6,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C7,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C8,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C9,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99
21701060,,44.0,1.0,8.0,1.0,27.0,,6.0,68.0,,,2.0,,,,,1.0,273.0,,76.0,65.0,,1.0,79.0,,,76.0,289.0,28.0,1.0,,,1.0,,4.0,32.0,67.0,1.0,4.0,78.0,4.0,,,,1.0,8.0,1.0,6.0,,452.0,3.0,,,1.0,,1.0,,141.0,,6.0,11.0,159.0,392.0,3.0,2.0,2.0,,,,,6.0,2.0,,10.0,,,13.0,758.0,1.0,,,1.0,,4.0,,2250.0,,,2.0,,,403.0,40.0,238.0,,300.0,,,,2.0,,24.0,293.0,,,,,,,,42.0,5.0,1.0,,,45.0,2.0,,,,32.0,132.0,4.0,9.0,3.0,119.0,2.0,14.0,,62.0,,,6.0,2.0,,,,3.0,,6.0,42.0,,,,8.0,,,4.0,3.0,,,2.0,,14.0,11.0,78.0,,5.0,,,7.0,,,,49.0,1.0,,,,,294.0,,279.0,,31.0,,,2.0,,,16.0,1.0,,6.0,6.0,,,1.0,,2.0,34.0,6.0,1.0,1.0,102.0,,1.0,13.0,53.0,,,241.0,1.0,18.0,279.0,20.0,20.0,25.0,,,14.0,,3.0,58.0,,,,171.0,,11.0,,,8.0,1.0,,15.0,1.0,2.0
21701062,,27.0,1.0,11.0,,17.0,2.0,10.0,73.0,1.0,,,,1.0,,,1.0,192.0,1.0,88.0,37.0,,2.0,40.0,,,42.0,227.0,19.0,1.0,,,1.0,,7.0,23.0,15.0,2.0,6.0,101.0,10.0,,,,3.0,4.0,1.0,5.0,,390.0,3.0,,7.0,1.0,,,,151.0,,5.0,12.0,75.0,348.0,,1.0,4.0,1.0,,,,5.0,,,4.0,3.0,,22.0,679.0,,,1.0,,,5.0,,3200.0,,2.0,,,,472.0,24.0,266.0,,375.0,,,,1.0,,16.0,385.0,,1.0,,,,,,12.0,4.0,2.0,,2.0,63.0,1.0,,,,23.0,184.0,2.0,8.0,3.0,147.0,3.0,9.0,,36.0,,1.0,4.0,,,,,1.0,,4.0,27.0,,,,1.0,,,4.0,1.0,,,1.0,,11.0,9.0,49.0,,5.0,,,5.0,,,3.0,46.0,,,,,,358.0,,304.0,,18.0,4.0,,3.0,,,6.0,,,4.0,,,,2.0,,1.0,20.0,5.0,,4.0,101.0,3.0,3.0,8.0,29.0,,,289.0,,18.0,223.0,23.0,10.0,26.0,,,23.0,,4.0,39.0,,,,166.0,,9.0,,,6.0,5.0,,24.0,2.0,1.0
21701063,,7.0,,4.0,,16.0,,5.0,29.0,,,,,,,,,64.0,,14.0,13.0,,,11.0,,,15.0,74.0,5.0,1.0,,,1.0,,2.0,3.0,6.0,1.0,2.0,30.0,1.0,,,,,1.0,,2.0,,130.0,3.0,,,,,1.0,,60.0,,,3.0,23.0,123.0,2.0,,1.0,,,,,2.0,1.0,,5.0,1.0,,8.0,22.0,,,1.0,,,1.0,,929.0,1.0,1.0,1.0,,,153.0,7.0,93.0,,51.0,1.0,,,2.0,,12.0,189.0,,,,,,,,7.0,1.0,1.0,,1.0,20.0,2.0,,,,13.0,27.0,,2.0,1.0,78.0,2.0,5.0,,16.0,,,2.0,,,,,1.0,,1.0,15.0,,,,1.0,,,1.0,1.0,,,1.0,,4.0,7.0,14.0,,1.0,,,1.0,,,2.0,13.0,,,,,,120.0,,130.0,,6.0,3.0,,,,,5.0,,,3.0,1.0,,,,,,8.0,2.0,1.0,3.0,50.0,,1.0,3.0,8.0,,,150.0,,5.0,65.0,13.0,2.0,11.0,,,10.0,,,12.0,,,,76.0,,3.0,,,3.0,,,8.0,1.0,
21701064,,39.0,2.0,31.0,4.0,79.0,3.0,37.0,193.0,8.0,4.0,1.0,,,,,1.0,481.0,,173.0,122.0,,3.0,106.0,5.0,,234.0,455.0,61.0,1.0,,,2.0,,15.0,33.0,19.0,12.0,21.0,450.0,14.0,1.0,1.0,,6.0,11.0,3.0,16.0,,1230.0,8.0,1.0,19.0,,,2.0,,542.0,,19.0,32.0,150.0,1540.0,18.0,1.0,22.0,,,,1.0,46.0,10.0,,11.0,6.0,,56.0,201.0,,,2.0,1.0,,7.0,,6400.0,8.0,2.0,7.0,8.0,2.0,1650.0,66.0,940.0,1.0,313.0,1.0,,,1.0,2.0,148.0,1580.0,,,,,,,,56.0,27.0,2.0,,4.0,120.0,4.0,,,,108.0,387.0,8.0,36.0,6.0,433.0,16.0,30.0,,103.0,,1.0,21.0,1.0,3.0,,,5.0,,18.0,136.0,,,,15.0,,,3.0,5.0,,1.0,11.0,9.0,44.0,15.0,152.0,,7.0,1.0,,12.0,,,16.0,251.0,2.0,,,,,1170.0,,1110.0,3.0,29.0,9.0,,2.0,1.0,,43.0,3.0,,18.0,2.0,,,9.0,,,92.0,19.0,2.0,7.0,316.0,1.0,21.0,30.0,78.0,,,915.0,1.0,77.0,440.0,112.0,44.0,114.0,,,60.0,1.0,4.0,122.0,,,,687.0,,30.0,1.0,,34.0,5.0,,71.0,12.0,3.0
21701065,,172.0,5.0,45.0,6.0,98.0,1.0,51.0,357.0,8.0,12.0,2.0,,5.0,,1.0,7.0,1910.0,3.0,308.0,423.0,,4.0,337.0,4.0,,441.0,1540.0,209.0,3.0,4.0,,11.0,,23.0,222.0,76.0,8.0,16.0,636.0,35.0,8.0,3.0,,12.0,26.0,1.0,54.0,,1350.0,16.0,1.0,19.0,,,3.0,,778.0,,41.0,70.0,709.0,1890.0,50.0,3.0,37.0,1.0,1.0,1.0,2.0,63.0,21.0,,29.0,6.0,,58.0,1190.0,,,5.0,,,15.0,,10300.0,10.0,14.0,6.0,30.0,,2800.0,304.0,1650.0,,1520.0,1.0,,,5.0,2.0,123.0,1610.0,,2.0,1.0,1.0,,,1.0,292.0,55.0,11.0,1.0,6.0,167.0,20.0,,,,207.0,468.0,26.0,25.0,12.0,602.0,42.0,54.0,,423.0,,2.0,37.0,8.0,2.0,,,12.0,2.0,45.0,149.0,,,,67.0,1.0,4.0,26.0,16.0,,2.0,17.0,6.0,57.0,27.0,438.0,3.0,28.0,,1.0,32.0,,,12.0,454.0,2.0,1.0,1.0,2.0,1.0,2050.0,,1360.0,,137.0,15.0,,12.0,7.0,1.0,140.0,5.0,,25.0,12.0,1.0,4.0,5.0,,3.0,207.0,22.0,3.0,13.0,377.0,3.0,29.0,72.0,297.0,3.0,,839.0,9.0,118.0,1320.0,159.0,118.0,190.0,,,88.0,,28.0,440.0,,,,1000.0,,56.0,2.0,,30.0,10.0,1.0,83.0,7.0,5.0
21701066,,34.0,2.0,3.0,,9.0,1.0,1.0,50.0,,1.0,1.0,,,,,1.0,265.0,,35.0,42.0,,1.0,65.0,,,25.0,242.0,30.0,,2.0,,,,7.0,33.0,18.0,1.0,2.0,41.0,2.0,,,,1.0,4.0,1.0,7.0,,113.0,2.0,,2.0,,,,,73.0,,4.0,6.0,190.0,208.0,7.0,2.0,,,,,1.0,1.0,1.0,,11.0,,,3.0,436.0,,,1.0,,,2.0,,2800.0,1.0,,,7.0,1.0,259.0,48.0,115.0,,317.0,,,,1.0,,10.0,132.0,,,,,,,1.0,36.0,5.0,1.0,,,15.0,3.0,,,,35.0,40.0,1.0,4.0,,63.0,7.0,6.0,,53.0,,,3.0,,,,,,,8.0,13.0,,,,2.0,,,2.0,2.0,,,2.0,1.0,3.0,4.0,70.0,,3.0,,,2.0,,,,51.0,,,1.0,1.0,,139.0,,120.0,1.0,69.0,,,1.0,1.0,,14.0,,,4.0,4.0,,,1.0,,,22.0,2.0,,,34.0,1.0,2.0,6.0,46.0,1.0,,140.0,,9.0,216.0,5.0,17.0,21.0,,,8.0,,3.0,45.0,,,,94.0,,7.0,,,2.0,3.0,,10.0,,3.0
21701067,,32.0,,3.0,1.0,21.0,,,48.0,,1.0,,,,,,,177.0,,23.0,44.0,,,40.0,,,31.0,187.0,29.0,,1.0,,,,3.0,16.0,25.0,2.0,2.0,36.0,6.0,1.0,,,,4.0,,7.0,,169.0,2.0,,1.0,,,,,93.0,,8.0,1.0,88.0,267.0,5.0,1.0,,,,,,2.0,,,7.0,,,7.0,317.0,,,,,,5.0,,1510.0,,,1.0,3.0,,254.0,35.0,99.0,,215.0,1.0,,,2.0,1.0,7.0,173.0,,,,,,,,24.0,5.0,1.0,,,17.0,4.0,,,,21.0,43.0,,,1.0,70.0,4.0,3.0,,35.0,,,1.0,1.0,,,,3.0,,4.0,22.0,,,,4.0,,,1.0,1.0,,,1.0,1.0,5.0,6.0,37.0,,1.0,,,1.0,,,,41.0,,,,,,265.0,,310.0,,18.0,,,2.0,1.0,,17.0,,,1.0,3.0,,,,,,26.0,2.0,,1.0,55.0,1.0,1.0,5.0,35.0,1.0,,193.0,1.0,9.0,175.0,12.0,13.0,18.0,,,8.0,,3.0,40.0,,1.0,,87.0,,6.0,,,1.0,3.0,,8.0,,1.0
21701068,,22.0,,9.0,1.0,6.0,,2.0,56.0,,,,,1.0,,,1.0,224.0,,54.0,41.0,,3.0,31.0,1.0,,29.0,214.0,30.0,,,,1.0,,4.0,26.0,15.0,2.0,11.0,39.0,5.0,2.0,1.0,,3.0,2.0,,10.0,,120.0,3.0,,,,,1.0,,57.0,,4.0,14.0,90.0,147.0,6.0,1.0,1.0,1.0,,,,,,,6.0,,,7.0,348.0,,,,,,4.0,,1060.0,2.0,2.0,1.0,3.0,,349.0,28.0,135.0,,157.0,1.0,,,3.0,,22.0,153.0,,,,1.0,,,,35.0,9.0,,,,31.0,1.0,,,1.0,32.0,69.0,,4.0,1.0,56.0,9.0,5.0,,43.0,,,12.0,1.0,1.0,,,3.0,,11.0,14.0,,,,3.0,,,1.0,4.0,,,1.0,2.0,8.0,7.0,56.0,,,,1.0,6.0,,,,28.0,,,,1.0,,231.0,,116.0,,23.0,1.0,,3.0,2.0,,15.0,,,1.0,1.0,,,,,,25.0,6.0,1.0,9.0,35.0,2.0,,8.0,38.0,,,88.0,1.0,9.0,222.0,7.0,9.0,15.0,,,15.0,,4.0,54.0,,,,63.0,,8.0,,,6.0,3.0,,20.0,,
21701069,,10.0,1.0,1.0,,8.0,1.0,,29.0,,,1.0,,,,,,102.0,,11.0,21.0,,,20.0,,,9.0,126.0,16.0,,,,,,,11.0,68.0,,1.0,19.0,1.0,,,,1.0,5.0,,6.0,,55.0,,,3.0,,,,,22.0,,,4.0,40.0,83.0,1.0,,,,,,,2.0,,,3.0,,,10.0,226.0,,,,,,1.0,,658.0,,,,,,126.0,18.0,76.0,,101.0,,,,1.0,,6.0,91.0,,,,,,,,17.0,,,,,16.0,3.0,,,,9.0,25.0,,1.0,,47.0,1.0,2.0,,20.0,,,1.0,,,,,,,1.0,6.0,,,,4.0,,,2.0,2.0,,,1.0,,4.0,3.0,47.0,,1.0,,,1.0,,,1.0,24.0,,,,,,76.0,,51.0,,9.0,,,1.0,,,8.0,,,1.0,2.0,,,,,,124.0,,1.0,1.0,27.0,,,4.0,18.0,,,78.0,,3.0,72.0,2.0,9.0,6.0,,,4.0,,1.0,28.0,,,,43.0,,5.0,,,6.0,,,7.0,,
21701070,,26.0,1.0,7.0,2.0,16.0,,4.0,53.0,,,,,,,,2.0,228.0,,38.0,39.0,,1.0,295.0,,,30.0,204.0,28.0,,1.0,,2.0,,2.0,22.0,54.0,2.0,1.0,59.0,3.0,,,,1.0,6.0,,9.0,,156.0,2.0,,2.0,,,1.0,,109.0,,6.0,6.0,104.0,253.0,2.0,,2.0,,,,,3.0,3.0,,3.0,1.0,,10.0,483.0,,,,,,2.0,,1880.0,,,2.0,2.0,,260.0,37.0,135.0,,333.0,1.0,,,2.0,,10.0,268.0,,,,,,,,35.0,4.0,1.0,,2.0,26.0,2.0,,,,20.0,62.0,1.0,5.0,3.0,84.0,5.0,9.0,,51.0,,,3.0,2.0,,,,3.0,,2.0,23.0,,,,5.0,,,2.0,2.0,,,3.0,1.0,5.0,8.0,61.0,,17.0,,1.0,5.0,,,3.0,48.0,,,,,,187.0,,167.0,,12.0,1.0,,2.0,,,14.0,,,3.0,5.0,,,,,,25.0,3.0,1.0,2.0,56.0,,2.0,10.0,41.0,,,170.0,1.0,18.0,170.0,18.0,7.0,21.0,,,9.0,1.0,1.0,64.0,,,,127.0,,10.0,,,4.0,3.0,1.0,11.0,1.0,1.0
21701071,,34.0,1.0,14.0,1.0,44.0,2.0,15.0,94.0,4.0,1.0,,,,,,2.0,260.0,,130.0,108.0,,1.0,58.0,,,76.0,263.0,23.0,,,,,,12.0,31.0,15.0,6.0,4.0,178.0,14.0,,,,3.0,4.0,1.0,6.0,,483.0,3.0,,7.0,1.0,,2.0,,292.0,,9.0,21.0,127.0,785.0,7.0,1.0,10.0,,,1.0,,11.0,1.0,,4.0,6.0,,24.0,115.0,,,,,,5.0,,2900.0,2.0,3.0,2.0,4.0,,769.0,50.0,378.0,,306.0,2.0,,,1.0,,31.0,716.0,,,1.0,,,,,37.0,9.0,2.0,,,93.0,1.0,,,,40.0,547.0,4.0,13.0,,181.0,12.0,12.0,,70.0,,,19.0,1.0,2.0,,,,,9.0,50.0,,,,7.0,,,11.0,2.0,,,6.0,2.0,24.0,11.0,65.0,,7.0,,1.0,9.0,,,9.0,104.0,,,,1.0,,622.0,,573.0,,21.0,4.0,,2.0,1.0,,22.0,,,7.0,3.0,,,2.0,,,45.0,4.0,,,169.0,1.0,5.0,28.0,31.0,,,442.0,1.0,42.0,308.0,63.0,20.0,76.0,,,34.0,,1.0,53.0,,,,223.0,,19.0,1.0,,13.0,6.0,1.0,24.0,5.0,
21701072,,34.0,,5.0,,15.0,,8.0,49.0,1.0,,,,,,,1.0,278.0,,36.0,65.0,,1.0,68.0,,,31.0,296.0,33.0,,1.0,,1.0,,1.0,30.0,22.0,2.0,1.0,52.0,6.0,1.0,,,,7.0,,6.0,,154.0,2.0,1.0,1.0,,,1.0,,84.0,,6.0,10.0,141.0,211.0,3.0,,2.0,,,,,3.0,1.0,,9.0,2.0,,9.0,493.0,,,1.0,,,5.0,,1740.0,2.0,,,1.0,,275.0,56.0,169.0,,422.0,1.0,,,1.0,,7.0,173.0,,2.0,,,,,,53.0,4.0,1.0,,1.0,20.0,3.0,,,,38.0,68.0,4.0,3.0,,68.0,2.0,13.0,,58.0,,,7.0,1.0,,,,2.0,,6.0,24.0,,,,6.0,,,2.0,,,,3.0,,7.0,5.0,66.0,,5.0,,,4.0,,,,70.0,,,,,,207.0,,177.0,,26.0,,,6.0,,,22.0,1.0,,5.0,4.0,,,,,,21.0,1.0,1.0,3.0,48.0,,1.0,14.0,53.0,,,141.0,3.0,8.0,288.0,26.0,15.0,14.0,,,7.0,,6.0,66.0,,,,165.0,,6.0,,,,5.0,1.0,10.0,1.0,1.0
21701073,,61.0,,6.0,,12.0,1.0,5.0,73.0,,2.0,,,1.0,,,3.0,486.0,,55.0,101.0,,2.0,107.0,2.0,,38.0,477.0,68.0,1.0,2.0,,2.0,,2.0,53.0,33.0,1.0,2.0,72.0,6.0,1.0,1.0,,,11.0,1.0,13.0,,243.0,3.0,1.0,1.0,,,1.0,,139.0,,11.0,15.0,352.0,338.0,7.0,2.0,7.0,1.0,,,,7.0,2.0,,7.0,,,11.0,83.0,1.0,,1.0,,,3.0,,4500.0,1.0,1.0,1.0,8.0,1.0,447.0,83.0,215.0,,469.0,,,,1.0,1.0,22.0,227.0,,1.0,,,,,1.0,76.0,8.0,2.0,,1.0,29.0,3.0,,,1.0,69.0,88.0,5.0,3.0,1.0,120.0,8.0,25.0,,93.0,1.0,,9.0,1.0,2.0,,,2.0,,4.0,44.0,,,,11.0,,,3.0,2.0,,,4.0,,9.0,8.0,121.0,,4.0,,2.0,2.0,,,1.0,108.0,1.0,,,2.0,,269.0,,251.0,1.0,113.0,1.0,,6.0,1.0,,32.0,,,5.0,7.0,,,1.0,,,31.0,5.0,,4.0,70.0,1.0,3.0,24.0,94.0,1.0,,203.0,3.0,13.0,417.0,26.0,22.0,38.0,,,11.0,,8.0,100.0,,1.0,,227.0,,10.0,,,1.0,5.0,1.0,16.0,,3.0
21701074,,69.0,2.0,24.0,2.0,57.0,1.0,20.0,123.0,5.0,1.0,,,1.0,,,1.0,626.0,,162.0,142.0,,3.0,138.0,2.0,,150.0,559.0,64.0,,1.0,,4.0,,6.0,62.0,40.0,6.0,12.0,236.0,11.0,3.0,1.0,,10.0,5.0,,19.0,,575.0,7.0,,7.0,,,3.0,,366.0,,16.0,37.0,242.0,1100.0,8.0,2.0,13.0,,,,,15.0,4.0,,8.0,3.0,,26.0,1540.0,,,2.0,,,6.0,,4800.0,6.0,3.0,5.0,9.0,1.0,1640.0,100.0,1330.0,,682.0,,,,3.0,,49.0,739.0,,2.0,1.0,,,,,77.0,19.0,2.0,,3.0,107.0,4.0,,,,87.0,274.0,12.0,17.0,4.0,291.0,14.0,31.0,,140.0,,,17.0,1.0,,,,5.0,,14.0,71.0,,,,10.0,1.0,,14.0,4.0,,,7.0,3.0,26.0,19.0,147.0,,8.0,,1.0,7.0,,,4.0,186.0,1.0,,,1.0,,711.0,,690.0,1.0,42.0,6.0,,9.0,2.0,,46.0,,,12.0,3.0,1.0,,2.0,,1.0,60.0,8.0,2.0,2.0,215.0,,4.0,20.0,104.0,1.0,,438.0,4.0,52.0,455.0,73.0,43.0,90.0,,,39.0,,15.0,155.0,,1.0,,420.0,,18.0,1.0,,12.0,5.0,,46.0,,4.0
21701075,,70.0,1.0,28.0,1.0,49.0,3.0,23.0,157.0,5.0,4.0,1.0,,2.0,,,5.0,639.0,,193.0,150.0,,6.0,116.0,3.0,,155.0,599.0,78.0,,,,3.0,,10.0,66.0,44.0,3.0,8.0,307.0,11.0,2.0,1.0,,4.0,9.0,,31.0,,663.0,5.0,,10.0,1.0,,3.0,,419.0,,13.0,31.0,299.0,1010.0,12.0,1.0,15.0,1.0,,1.0,1.0,25.0,6.0,,12.0,2.0,,42.0,1460.0,,,2.0,,,5.0,,5600.0,3.0,6.0,6.0,8.0,1.0,1220.0,123.0,713.0,,613.0,2.0,,,2.0,1.0,75.0,842.0,,1.0,1.0,,,,,103.0,17.0,1.0,,2.0,119.0,6.0,,,1.0,64.0,344.0,6.0,13.0,9.0,338.0,18.0,29.0,,135.0,,,18.0,,,,,8.0,2.0,29.0,71.0,,,,9.0,,1.0,9.0,8.0,,,6.0,3.0,29.0,19.0,160.0,,6.0,,,9.0,,,5.0,170.0,1.0,1.0,1.0,1.0,,1050.0,,761.0,1.0,48.0,3.0,,7.0,2.0,,41.0,,,9.0,7.0,1.0,,2.0,,1.0,79.0,14.0,2.0,1.0,232.0,1.0,4.0,23.0,106.0,1.0,,485.0,7.0,51.0,469.0,85.0,44.0,114.0,,,51.0,,12.0,182.0,1.0,1.0,,494.0,,15.0,1.0,,25.0,9.0,,63.0,,4.0
21701076,,29.0,,8.0,1.0,22.0,2.0,9.0,70.0,,3.0,,,2.0,,,,185.0,1.0,60.0,51.0,,1.0,42.0,,,29.0,478.0,32.0,,,,,,8.0,22.0,9.0,2.0,3.0,76.0,3.0,1.0,1.0,,2.0,3.0,,11.0,,246.0,1.0,,2.0,,,1.0,,95.0,,6.0,12.0,89.0,289.0,1.0,3.0,3.0,,,,,5.0,1.0,,4.0,,,13.0,473.0,,,1.0,,,3.0,,2320.0,,2.0,1.0,,,324.0,39.0,183.0,,514.0,,,,,,17.0,260.0,,1.0,,,,,,29.0,4.0,1.0,,,28.0,5.0,,,,22.0,103.0,2.0,4.0,1.0,93.0,3.0,7.0,1.0,54.0,,,5.0,1.0,1.0,,,3.0,,2.0,23.0,,,,4.0,,,6.0,,,,1.0,,7.0,4.0,61.0,,6.0,,,3.0,,,2.0,58.0,,,,,,270.0,,219.0,1.0,18.0,1.0,,6.0,1.0,,19.0,,,1.0,,,,,,,27.0,1.0,,2.0,91.0,1.0,,6.0,30.0,,,168.0,2.0,18.0,262.0,21.0,12.0,23.0,,,13.0,,3.0,75.0,,1.0,,118.0,,6.0,1.0,,4.0,3.0,,15.0,,3.0
21701077,,20.0,2.0,10.0,2.0,22.0,1.0,4.0,45.0,,,,,1.0,,,,102.0,,38.0,21.0,,,38.0,,,38.0,181.0,11.0,,,,,,2.0,16.0,34.0,5.0,4.0,60.0,1.0,,,,,4.0,,5.0,,124.0,2.0,,3.0,,,2.0,,88.0,,4.0,6.0,42.0,214.0,4.0,,3.0,,,,,4.0,1.0,,5.0,,,11.0,31.0,,,,,,1.0,,1670.0,,2.0,,1.0,,274.0,17.0,151.0,,83.0,,,,1.0,1.0,20.0,308.0,,,,,,,,13.0,4.0,2.0,,1.0,17.0,3.0,,,,24.0,53.0,2.0,3.0,1.0,105.0,6.0,3.0,,25.0,,,3.0,,,,,2.0,,10.0,30.0,,,,1.0,,,1.0,2.0,,,4.0,1.0,8.0,7.0,35.0,,,,,2.0,,,2.0,36.0,,,,,,259.0,,265.0,,13.0,,,,,,11.0,1.0,,2.0,3.0,,,3.0,,,22.0,4.0,,1.0,70.0,,1.0,6.0,26.0,,,192.0,,9.0,96.0,19.0,8.0,19.0,,,10.0,,1.0,26.0,,,,118.0,,1.0,,,2.0,1.0,,9.0,2.0,1.0
21701079,,43.0,,6.0,,20.0,3.0,6.0,62.0,1.0,2.0,,,,,,1.0,424.0,,45.0,240.0,,1.0,121.0,,,41.0,542.0,51.0,1.0,2.0,,3.0,,1.0,57.0,125.0,4.0,4.0,95.0,3.0,,,,1.0,14.0,,10.0,,279.0,1.0,,3.0,,,,,163.0,,9.0,17.0,204.0,312.0,10.0,2.0,3.0,,,,1.0,8.0,1.0,,15.0,,,12.0,549.0,,,,,,4.0,,2800.0,,2.0,,,,362.0,90.0,199.0,1.0,675.0,1.0,,,3.0,,12.0,183.0,,2.0,,1.0,,,,70.0,6.0,,,1.0,32.0,4.0,,,1.0,62.0,73.0,6.0,2.0,,95.0,3.0,6.0,,127.0,,,13.0,1.0,1.0,,,,,2.0,35.0,,,,14.0,1.0,1.0,,3.0,,,3.0,,7.0,5.0,149.0,,5.0,,,2.0,,,7.0,85.0,1.0,,,,,288.0,,232.0,,33.0,1.0,,6.0,2.0,,27.0,,,4.0,9.0,,,2.0,,,45.0,2.0,1.0,6.0,80.0,1.0,2.0,61.0,98.0,1.0,,228.0,2.0,22.0,386.0,23.0,23.0,27.0,,,8.0,,10.0,108.0,,,,212.0,1.0,16.0,,,4.0,3.0,,13.0,,
21701080,,86.0,3.0,20.0,4.0,36.0,1.0,23.0,94.0,8.0,7.0,1.0,,2.0,,,2.0,882.0,1.0,154.0,180.0,,1.0,110.0,2.0,,304.0,862.0,96.0,,1.0,,4.0,,10.0,95.0,33.0,3.0,3.0,260.0,16.0,8.0,1.0,,6.0,12.0,,31.0,,748.0,7.0,1.0,11.0,,,,,411.0,,15.0,46.0,413.0,727.0,25.0,4.0,23.0,,,,,40.0,10.0,,11.0,1.0,,20.0,1280.0,,,,,,6.0,,5400.0,7.0,6.0,2.0,16.0,1.0,1390.0,217.0,990.0,1.0,627.0,1.0,,,,,60.0,511.0,,5.0,,1.0,,,1.0,189.0,29.0,5.0,,3.0,48.0,14.0,,,,119.0,161.0,17.0,11.0,7.0,277.0,20.0,26.0,,261.0,,3.0,13.0,2.0,3.0,,,11.0,,28.0,65.0,,,,19.0,1.0,1.0,9.0,6.0,,,10.0,3.0,25.0,20.0,242.0,1.0,8.0,,,10.0,,,6.0,175.0,1.0,,1.0,,1.0,940.0,,552.0,1.0,58.0,15.0,,5.0,4.0,,56.0,5.0,,5.0,5.0,1.0,2.0,2.0,,2.0,97.0,7.0,,3.0,164.0,4.0,10.0,27.0,205.0,2.0,,468.0,4.0,69.0,716.0,81.0,55.0,94.0,,,24.0,,10.0,245.0,,,,456.0,,25.0,,,7.0,7.0,,38.0,4.0,3.0
21701081,,29.0,,9.0,,17.0,,3.0,60.0,,2.0,,,1.0,,,,335.0,,47.0,85.0,,,62.0,,,78.0,412.0,41.0,1.0,,,3.0,,5.0,38.0,56.0,2.0,4.0,63.0,5.0,,,,1.0,9.0,,17.0,,365.0,1.0,,1.0,,,1.0,,121.0,,6.0,11.0,153.0,328.0,1.0,2.0,4.0,,,,,3.0,2.0,,5.0,,,12.0,442.0,,,,,,2.0,,2250.0,1.0,1.0,,1.0,,320.0,65.0,161.0,,367.0,,,,1.0,,19.0,169.0,,,,,,,,46.0,2.0,2.0,,1.0,33.0,3.0,,,1.0,54.0,95.0,3.0,5.0,,106.0,4.0,8.0,,95.0,,,24.0,,,,,3.0,1.0,3.0,27.0,,,,7.0,,,1.0,1.0,,,1.0,1.0,9.0,9.0,120.0,,5.0,,1.0,2.0,,,3.0,63.0,,,,,,234.0,,209.0,,19.0,1.0,,2.0,,,23.0,,,4.0,7.0,,,,,,31.0,2.0,,3.0,79.0,1.0,1.0,19.0,66.0,1.0,,237.0,2.0,15.0,399.0,15.0,18.0,21.0,,,2.0,,1.0,91.0,,,,149.0,,18.0,,,4.0,5.0,1.0,10.0,2.0,2.0
21701082,,39.0,1.0,7.0,,28.0,1.0,12.0,126.0,,1.0,,,2.0,,,,451.0,,77.0,54.0,,,58.0,1.0,,52.0,336.0,75.0,1.0,,,1.0,,1.0,51.0,15.0,2.0,3.0,153.0,6.0,1.0,,,1.0,4.0,,11.0,,339.0,1.0,,2.0,,,2.0,,225.0,,7.0,27.0,130.0,587.0,5.0,2.0,5.0,,1.0,,1.0,8.0,3.0,,3.0,,,18.0,537.0,,,,,,2.0,,2900.0,2.0,4.0,2.0,4.0,,540.0,56.0,266.0,,308.0,2.0,,,,,18.0,294.0,,,,,,,,48.0,7.0,1.0,,1.0,30.0,3.0,,,1.0,42.0,106.0,3.0,4.0,,146.0,13.0,11.0,,122.0,,,7.0,3.0,,,,3.0,1.0,9.0,30.0,,,,36.0,,,3.0,2.0,,,3.0,1.0,15.0,10.0,129.0,,4.0,,,9.0,,,5.0,71.0,1.0,1.0,,1.0,,359.0,,402.0,,21.0,3.0,,6.0,1.0,,22.0,1.0,,3.0,3.0,,,,,2.0,47.0,6.0,1.0,3.0,94.0,1.0,4.0,13.0,71.0,1.0,,310.0,3.0,20.0,271.0,25.0,12.0,44.0,,,9.0,,5.0,75.0,,,,236.0,,6.0,,,3.0,1.0,1.0,13.0,,1.0
